Id|CompanyID|SleeveName|Width|Height|BGGName
380|||||Sleeve Kings sleeve size: [b][BGCOLOR=#4A9B6D]Euro - Teal (SKS-8809, 110/pack)[/BGCOLOR][/b] - (59 x 92mm)
381|||||Sleeve Kings sleeve size: [b][BGCOLOR=#7AC8C8]Card Game - Sky Blue (SKS-8810, 110/pack)[/BGCOLOR][/b] - (63.5 x 88mm)
382|||||Sleeve Kings sleeve size: [b][BGCOLOR=#D59D39]Magnum 7 Wonders - Yellow (SKS-8811, 110/pack)[/BGCOLOR][/b] - (65 x 100mm)
383|||||Sleeve Kings sleeve size: [b][COLOR=#FFFFFF][BGCOLOR=#3A5069]Small Square - Dark Blue (SKS-8812, 110/pack)[/BGCOLOR][/COLOR][/b] - (70 x 70mm)
384|||||Sleeve Kings sleeve size: [b][COLOR=#FFFFFF][BGCOLOR=#584976]Magnum Lost Cities - Purple (SKS-8813, 110/pack)[/BGCOLOR][/COLOR][/b] - (70 x 110mm)
385|||||Sleeve Kings sleeve size: [b][BGCOLOR=#3C7C56]War of the Ring - Green (SKS-8814, 110/pack)[/BGCOLOR][/b] - (70 x 120mm)
386|||||Sleeve Kings sleeve size: [b][COLOR=#FFFFFF][BGCOLOR=#7F5C85]Medium Square - Lavender (SKS-8815, 110/pack)[/BGCOLOR][/COLOR][/b] - (80 x 80mm)
387|||||Sleeve Kings sleeve size: [b][BGCOLOR=#EA4E3F]Magnum Dixit - Orange/Red (SKS-8816, 110/pack)[/BGCOLOR][/b] - (80 x 120mm)
388|||||Sleeve Kings sleeve size: [b][BGCOLOR=#7F8084]Tiny Epic - Gray (SKS-8818, 110/pack)[/BGCOLOR][/b] - (88 x 125mm)
389|||||Sleeve Kings sleeve size: [b][BGCOLOR=#FEDF98]Super Large - Descent/Talisman Character Sheet - Light Orange (SKS-8820, 110/pack)[/BGCOLOR][/b] - (102 x 127mm)
390|||||Sleeve Kings sleeve size: [b][BGCOLOR=#A9D3AB]Blood Bowl - Light Green (SKS-8819, 110/pack)[/BGCOLOR][/b] - (78 x 113mm)
391|||||Sleeve Kings sleeve size: [b][BGCOLOR=#EAB92C]War Hammer Quest - Yellow (SKS-8825, 110/pack)[/BGCOLOR][/b] - (75 x 110mm)
392|||||[b][BGCOLOR=#A9D3AB]Blood Bowl - Light Green (SKS-8819, 110/pack)[/BGCOLOR][/b] - (78 x 113mm)
393|||||Sleeve Kings sleeve size: [b][BGCOLOR=#3DC4E1]North Sea - Light Blue (SKS-8821, 110/pack)[/BGCOLOR][/b] - (54 x 86mm)
394|||||Sleeve Kings sleeve size: [b][BGCOLOR=#58A07B]Betrayal at House - Light Green (SKS-8822, 110/pack)[/BGCOLOR][/b] - (58 x 108mm)
395|||||Sleeve Kings sleeve size: [b][BGCOLOR=#BC9365]Space Alert Small - Light Brown (SKS-8823, 110/pack)[/BGCOLOR][/b] - (60 x 102mm)
396|||||Sleeve Kings sleeve size: [b][BGCOLOR=#E29128]French Tarot - Gold (SKS-8824, 110/pack)[/BGCOLOR][/b] - (61 x 112mm)
397|||||Sleeve Kings sleeve size: [b][BGCOLOR=#996F57]Hogwarts Battle Square - Brown (SKS-8826, 110/pack)[/BGCOLOR][/b] - (76 x 76mm)
398|||||Sleeve Kings sleeve size: [b][BGCOLOR=#EB8324]Zombicide - Orange (SKS-8827, 110/pack)[/BGCOLOR][/b] - (76 x 88mm)
399|||||Sleeve Kings sleeve size: [b][COLOR=#FFFFFF][BGCOLOR=#4C6B6E]Hogwarts Battle Large - Teal (SKS-8828, 110/pack)[/BGCOLOR][/COLOR][/b] - (76 x 102mm)
400|||||Sleeve Kings sleeve size: [b][BGCOLOR=#F14247]War of the Ring - Pink (SKS-8830, 110/pack)[/BGCOLOR][/b] - (68 x 120mm)
401|||||Sleeve Kings sleeve size: [b][COLOR=#FFFFFF][BGCOLOR=#CE3466]Super Large - Hot Pink (SKS-8831, 110/pack)[/BGCOLOR][/COLOR][/b] - (89 x 146mm)
402|||||Sleeve Kings sleeve size: [b][BGCOLOR=#D05A7A]XXL Super Large - Pink (SKS-8832, 110/pack)[/BGCOLOR][/b] - (101.5 x 153mm)
403|||||Sleeve Kings sleeve size: [b][BGCOLOR=#EE2D30]XXXL Super Large - Red (SKS-8833, 110/pack)[/BGCOLOR][/b] - (101.5 x 203mm)
404|||||Sleeve Kings sleeve size: [b][COLOR=#FFFFFF][BGCOLOR=#284AA1]5XL - Blue (SKS-8835, 110/pack)[/BGCOLOR][/COLOR][/b] - (120 x 210mm)
405|||||Sleeve Kings sleeve size: [b][BGCOLOR=#5567AF]6XL Middara - Blue (SKS-8836, 110/pack)[/BGCOLOR][/b] - (127 x 153mm)
406|||||Sleeve Kings sleeve size: [b][BGCOLOR=#AB54A2]7XL - Light Purple (SKS-8837, 110/pack)[/BGCOLOR][/b] - (130 x 195mm)
407|||||Sleeve Kings sleeve size: [b][COLOR=#FFFFFF][BGCOLOR=#63594F]Etherfields -  Gray (SKS-8838, 110/pack)[/BGCOLOR][/COLOR][/b] - (100 x 100mm)
408|||||Sleeve Kings sleeve size: [b][BGCOLOR=#6D919D]Space Base - Blue (SKS-8817, 110/pack)[/BGCOLOR][/b] - (40 x 89mm)
409|||||Sleeve Kings sleeve size: [b][COLOR=#FFFFFF][BGCOLOR=#B01D23]Space Alert Large - Red (SKS-8829, 110/pack)[/BGCOLOR][/COLOR][/b] - (67 x 103mm)
410|||||Sleeve Kings sleeve size: [b][COLOR=#FFFFFF][BGCOLOR=#6E0E0F]4XL - Dark Red (SKS-8834, 110/pack)[/BGCOLOR][/COLOR][/b] - (103 x 128mm)
411|||||Sorry We Are French sleeve size: [b]82x123: Premium (100/pack)[/b] - (82 x 123mm)
412|||||Swan PanAsia sleeve size: [b]Standard Card: Standard (SWN-032, 160/pack)[/b]
413|||||[b]Premium (SWN-510, 100/pack)[/b] - (65 x 90mm)
414|||||Swan PanAsia sleeve size: [b]56x87: Standard (SWN-050, 160/pack)[/b]
415|||||[b]Premium (SWN-523, 100/pack)[/b] - (56 x 87mm)
416|||||Swan PanAsia sleeve size: [b]Standard USA: Standard (SWN-020, 160/pack)[/b]
417|||||[b]Premium (SWN-504, 100/pack)[/b] - (57 x 90mm)
418|||||Swan PanAsia sleeve size: [b]Standard Chimera: Standard (SWN-024, 160/pack)[/b]
419|||||[b]Premium (SWN-507, 100/pack)[/b] - (60 x 90mm)
420|||||Swan PanAsia sleeve size: [b]43x65: Standard (SWN-004, 160/pack)[/b]
421|||||[b]Premium (SWN-501, 100/pack)[/b] - (43 x 65mm)
422|||||Swan PanAsia sleeve size: [b]44x68: Premium (SWN-534, 100/pack)[/b] - (44 x 68mm)
423|||||Swan PanAsia sleeve size: [b]Standard Euro: Standard (SWN-025, 160/pack)[/b]
424|||||[b]Premium (SWN-508, 100/pack)[/b] - (60 x 92mm)
425|||||Swan PanAsia sleeve size: [b]Mini Euro: Standard (SWN-006, 160/pack)[/b]
426|||||[b]Premium (SWN-502, 100/pack)[/b] - (45 x 70mm)
427|||||Swan PanAsia sleeve size: [b]52x52: Standard (SWN-014, 160/pack)[/b] - (52 x 52mm)
428|||||Swan PanAsia sleeve size: [b]70x70: Standard (SWN-037, 160/pack)[/b]
429|||||[b]Premium (SWN-511, 100/pack)[/b] - (70 x 70mm)
430|||||Swan PanAsia sleeve size: [b]Jungle Speed: Standard (SWN-044, 150/pack)[/b]
431|||||[b]Premium (SWN-530, 80/pack)[/b] - (80 x 80mm)
432|||||Swan PanAsia sleeve size: [b]65x100: Standard (SWN-034, 165/pack)[/b]
433|||||[b]Premium (SWN-515, 85/pack)[/b] - (65 x 100mm)
434|||||Swan PanAsia sleeve size: [b]128x180mm Arkham Horror sheet: Premium (SWN-519, 40/pack)[/b] - (128 x 180mm)
435|||||Swan PanAsia sleeve size: [b]Catan: Standard (SWN-017, 160/pack)[/b]
436|||||[b]Premium (SWN-503, 80/pack)[/b] - (55 x 82mm)
437|||||Swan PanAsia sleeve size: [b]115x173mm Cosmic Encounter sheet: Premium (SWN-517, 50/pack)[/b] - (115 x 173mm)
438|||||Swan PanAsia sleeve size: [b]Dixit: Standard (SWN-045, 170/pack)[/b]
439|||||[b]Premium (SWN-514, 90/pack)[/b] - (80 x 122mm)
440|||||Swan PanAsia sleeve size: [b]Talisman Character Card: Standard (SWN-055, 100/pack)[/b]
441|||||[b]Premium (SWN-538, 50/pack)[/b] - (103 x 128mm) - (103 x 128mm)
442|||||Swan PanAsia sleeve size: [b]Lupus in Tabula: Standard (SWN-028, 160/pack)[/b] - (61 x 110mm)
443|||||[b]Premium (SWN-536, 100/pack)[/b] - (61 x 112mm)
444|||||Swan PanAsia sleeve size: [b]Lupus in Tabula: Premium (SWN-536, 100/pack)[/b] - (61 x 112mm)
445|||||Swan PanAsia sleeve size: [b]Jamaica: Standard (SWN-026, 150/pack)[/b] - (60 x 120mm)
446|||||Swan PanAsia sleeve size: [b]Koryo: Premium (SWN-524, 75/pack)[/b] - (62 x 103mm)
447|||||Swan PanAsia sleeve size: [b]70x110 Copper: Standard (SWN-040, 150/pack)[/b]
448|||||[b]Premium (SWN-512, 75/pack)[/b] - (70 x 110mm)
449|||||Swan PanAsia sleeve size: [b]88x126: Premium (SWN-531, 50/pack)[/b] - (88 x 126mm)
450|||||Swan PanAsia sleeve size: [b]51x77: Standard (SWN-012, 160/pack)[/b] - (51 x 77mm)
451|||||Swan PanAsia sleeve size: [b]Blue Moon: Standard (SWN-041, 150/pack)[/b]
452|||||[b]Premium (SWN-513, 75/pack)[/b] - (70 x 120mm)
453|||||Swan PanAsia sleeve size: [b]Cutthroat Caverns: Standard (SWN-048, 100/pack)[/b] - (90 x 128mm)
454|||||Swan PanAsia sleeve size: [b]50x100: Standard (SWN-010, 160/pack)[/b] - (50 x 100mm)
455|||||Swan PanAsia sleeve size: [b]Betrayal at House on the Hill: Standard (SWN-021, 160/pack)[/b]
456|||||[b]Premium (SWN-505, 80/pack)[/b] - (57 x 110mm)
457|||||Swan PanAsia sleeve size: [b]Rings Up: Standard (SWN-053, 150/pack)[/b]
458||||| [b]Premium (SWN-537, 75/pack)[/b] - (75 x 75mm)
459|||||Swan PanAsia sleeve size: [b]LOTR: The Confrontation Deluxe: Standard (SWN-043, 100/pack)[/b]
460|||||[b]Premium (SWN-529, 50/pack)[/b] - (77 x 128mm)
461|||||Swan PanAsia sleeve size: [b]Alchemy-Struggle: Premium (SWN-521, 80/pack)[/b] - (54 x 85mm)
462|||||Swan PanAsia sleeve size: [b]Custom Made for Magic: Standard (SWN-052, 160/pack)[/b]
463|||||[b]Premium (SWN-509, 100/pack)[/b] - (64 x 89mm)
464|||||Swan PanAsia sleeve size: [b]100x100: Standard (SWN-062, 100/pack)[/b] - (100 x 100mm)
465|||||Swan PanAsia sleeve size: [b]D&D (Old): Standard (SWN-001, 160/pack)[/b] - (38 x 60mm)
466|||||Swan PanAsia sleeve size: [b]The Very Clever Pipe: Standard (SWN-002, 160/pack)[/b] - (38 x 77mm)
467|||||Swan PanAsia sleeve size: [b]40x40: Standard (SWN-003, 160/pack)[/b] - (40 x 40mm)
468|||||Swan PanAsia sleeve size: [b]Kakerlakensuppe: Standard (SWN-005, 160/pack)[/b] - (43 x 80mm)
469|||||Swan PanAsia sleeve size: [b]Power Grid Money: Standard (SWN-007, 160/pack)[/b] - (45 x 90mm)
470|||||Swan PanAsia sleeve size: [b]Hick Hack in Gackelwack: Standard (SWN-008, 160/pack)[/b] - (46 x 80mm)
471|||||Swan PanAsia sleeve size: [b]47x70: Standard (SWN-009, 160/pack)[/b] - (47 x 70mm)
472|||||Swan PanAsia sleeve size: [b]Caesar & Cleopatra: Standard (SWN-011, 160/pack)[/b] - (50 x 110mm)
473|||||Swan PanAsia sleeve size: [b]Goldbräu: Standard (SWN-013, 160/pack)[/b] - (51 x 89mm)
474|||||Swan PanAsia sleeve size: [b]52x105: Standard (SWN-015, 160/pack)[/b] - (52 x 105mm)
475|||||Swan PanAsia sleeve size: [b]53x75: Standard (SWN-016, 160/pack)[/b] - (53 x 75mm)
476|||||Swan PanAsia sleeve size: [b]Paranoia: Standard (SWN-018, 160/pack)[/b] - (55 x 105mm)
477|||||Swan PanAsia sleeve size: [b]Rabbit Hunt: Standard (SWN-019, 160/pack)[/b] - (57 x 57mm)
478|||||Swan PanAsia sleeve size: [b]60x60: Standard (SWN-022, 160/pack)[/b] - (60 x 60mm)
479|||||Swan PanAsia sleeve size: [b]Zombie Town: Standard (SWN-023, 150/pack)[/b]
480|||||[b]Premium (SWN-506, 100/pack)[/b] - (60 x 80mm)
481|||||Swan PanAsia sleeve size: [b]61x90: Standard (SWN-027, 160/pack)[/b] - (61 x 90mm)
482|||||Swan PanAsia sleeve size: [b]62x85: Standard (SWN-029, 130/pack)[/b] - (62 x 85mm)
483|||||Swan PanAsia sleeve size: [b]62x90: Standard (SWN-030, 160/pack)[/b] - (62 x 90mm)
484|||||Swan PanAsia sleeve size: [b]Volle Wolle: Standard (SWN-031, 160/pack)[/b] - (65 x 65mm)
485|||||Swan PanAsia sleeve size: [b]Civilization: Standard (SWN-033, 160/pack)[/b] - (67 x 67mm)
486|||||Swan PanAsia sleeve size: [b]Tanto Cuore: Standard (SWN-035, 150/pack)[/b] - (66 x 94mm)
487|||||Swan PanAsia sleeve size: [b]67x120: Standard (SWN-036, 160/pack)[/b] - (67 x 120mm)
488|||||Swan PanAsia sleeve size: [b]70x92 Talisman: Standard (SWN-038, 150/pack)[/b] - (70 x 92mm)
489|||||Swan PanAsia sleeve size: [b]70x100 Day & Night: Standard (SWN-039, 150/pack)[/b] - (70 x 100mm)
490|||||Swan PanAsia sleeve size: [b]75x110: Standard (SWN-042, 150/pack)[/b] - (75 x 110mm)
491|||||Swan PanAsia sleeve size: [b]87x90: Standard (SWN-046, 150/pack)[/b] - (87 x 90mm)
492|||||Swan PanAsia sleeve size: [b]90x90: Standard (SWN-047, 150/pack)[/b] - (90 x 90mm)
493|||||Swan PanAsia sleeve size: [b]Space Alert/Dungeon Petz: Standard (SWN-049, 160/pack)[/b]
494|||||[b]Premium (SWN-520, 100/pack)[/b] - (41 x 67mm)
495|||||Swan PanAsia sleeve size: [b]Landlord: Standard (SWN-051, 160/pack)[/b] - (56 x 100mm)
496|||||Swan PanAsia sleeve size: [b]Serpent's Tongue: Standard (SWN-054, 100/pack)[/b] - (95 x 142mm)
497|||||Swan PanAsia sleeve size: [b]51x67: Standard (SWN-056, 160/pack)[/b] - (51 x 67mm)
498|||||Swan PanAsia sleeve size: [b]115x180mm Rex sheet: Premium (SWN-518, 40/pack)[/b] - (115 x 180mm)
499|||||Swan PanAsia sleeve size: [b]55x91: Premium (SWN-522, 80/pack)[/b] - (55 x 91mm)
500|||||Swan PanAsia sleeve size: [b]63x123: Premium (SWN-525, 75/pack)[/b] - (63 x 123mm)
501|||||Swan PanAsia sleeve size: [b]63x128: Premium (SWN-526, 50/pack)[/b] - (63 x 128mm)
502|||||Swan PanAsia sleeve size: [b]65x115: Premium (SWN-527, 80/pack)[/b] - (65 x 115mm)
503|||||Swan PanAsia sleeve size: [b]74x105: Premium (SWN-528, 80/pack)[/b] - (74 x 105mm)
504|||||Swan PanAsia sleeve size: [b]7 Wonders - Babel: Premium (SWN-532, 30/pack)[/b] - (130 x 210mm)
505|||||Swan PanAsia sleeve size: [b]7 Wonders - wonder boards: Premium (SWN-533, 20/pack)[/b] - (110 x 250mm)
506|||||Swan PanAsia sleeve size: [b]52x74: Premium (SWN-535, 100/pack)[/b] - (52 x 74mm)
507|||||Swan PanAsia sleeve size: [b]Carcassonne Tile: Premium (SWN-600, 160/pack)[/b] - (47 x 47mm)
508|||||Swan PanAsia sleeve size: [b]85x85: Standard (SWN-058, 130/pack)[/b] - (85 x 85mm)
509|||||Swan PanAsia sleeve size: [b]44x68: Standard (SWN-059, 160/pack)[/b] - (44 x 68mm)
510|||||Swan PanAsia sleeve size: [b]48x60: Standard (SWN-060, 160/pack)[/b] - (48 x 60mm)
511|||||Swan PanAsia sleeve size: [b]75x100: Standard (SWN-061, 150/pack)[/b] - (75 x 100mm)
512|||||Tasty Minstrel sleeve size: [b]Standard Card Game (TTTS001, 50/pack)[/b] - (63 x 88mm)
513|||||Themeborne sleeve size: [b]A6 Matte - 105x148mm (TBL010, 70/pack)[/b] - (105 x 148mm)
514|||||Themeborne sleeve size: [b]A8 Matte - 52x74mm (TBL011, 40/pack)[/b] - (52 x 74mm)
515|||||Ultimate Guard sleeve size: [b]Standard Size: Classic Soft (UGD010001, 100/pack)[/b]
516|||||[b]Premium Soft (UGD010051, 100/pack)[/b] - (66 x 93mm)
517|||||[b]Supreme (UGD010114, 80/pack)[/b]
518|||||[b]Master (UGD010090, 80/pack)[/b] - (66 x 91mm)
519|||||[b]Precise Fit Standard Size (UGD010050, 100/pack)[/b] - (64 x 89mm)
520|||||[b]Master (UGD010090, 80/pack)[/b] - (66 x 91mm)
521|||||Ultimate Guard sleeve size: [b]Standard American: Premium (UGD010279, 60/pack)[/b]
522|||||[b]Supreme (UGD010101, 60/pack)[/b] - (59 x 91.5mm)
523|||||[b]Precise Fit Japanese Size (UGD010070, 100/pack)[/b]
524|||||[b]Supreme (UGD010101, 60/pack)[/b] - (59 x 91.5mm)
525|||||Ultimate Guard sleeve size: [b]Mini American: Premium (UGD010280, 50/pack)[/b]
526|||||[b]Supreme (UGD010102, 50/pack)[/b] - (44 x 67mm)
527|||||Ultimate Guard sleeve size: [b]Standard European: Premium (UGD010282, 50/pack)[/b]
528|||||[b]Supreme (UGD010107, 50/pack)[/b] - (62 x 94mm)
529|||||Ultimate Guard sleeve size: [b]Mini European: Premium (UGD010277, 50/pack)[/b]
530|||||[b]Supreme (UGD010076, 50/pack)[/b] - (46 x 71mm)
531|||||Ultimate Guard sleeve size: [b]Board Game Square Size: Premium (UGD010283, 50/pack)[/b]
532|||||[b]Supreme (UGD010113, 50/pack,115 microns)[/b] - (73 x 73mm)
533|||||Ultimate Guard sleeve size: [b]Board Game Big Square Size: Premium (UGD010288, 50/pack)[/b] - (82 x 82mm)
534|||||Ultimate Guard sleeve size: [b]7 Wonders: Premium (UGD010278, 80/pack)[/b]
535|||||[b]Supreme (UGD010088, 80/pack)[/b] - (67 x 103mm)
536|||||Ultimate Guard sleeve size: [b]Dixit: Premium (UGD010284, 90/pack)[/b] - (81 x 122mm)
537|||||Ultimate Guard sleeve size: [b]French Tarot: Premium (UGD010285, 80/pack)[/b] - (63 x 115mm)
538|||||Ultimate Guard sleeve size: [b]Koryo: Premium (UGD010287, 70/pack)[/b] - (64 x 102mm)
539|||||Ultimate Guard sleeve size: [b]Lost Cities: Premium (UGD010286, 60/pack)[/b] - (72 x 112mm)
540|||||Ultimate Guard sleeve size: [b]Tarot: Premium (UGD010281, 50/pack)[/b]
541|||||[b]Supreme (UGD010104, 50/pack)[/b] - (73 x 122mm)
542|||||Ultimate Guard sleeve size: [b]Precise Fit Oversized (UGD010449, 40/pack)[/b] - (89 x 127mm)
543|||||Ultra-Pro sleeve size: [b][BGCOLOR=#0579B2]Mini American - Blue (82662, 50/pack)[/BGCOLOR][/b] - (41 x 63mm)
544|||||Ultra-Pro sleeve size: [b][COLOR=#FFFFFF][BGCOLOR=#4E2D95]Mini European - Purple (82661, 50/pack)[/BGCOLOR][/COLOR][/b] - (44 x 68mm)
545|||||Ultra-Pro sleeve size: [b][BGCOLOR=#E46FA3]Catan - Pink (82915, 50/pack)[/BGCOLOR][/b] - (54 x 80mm)
546|||||Ultra-Pro sleeve size: [b][BGCOLOR=#FFC803]Standard American - Yellow (82914, 50/pack)[/BGCOLOR][/b] - (56 x 87mm)
547|||||Ultra-Pro sleeve size: [b][BGCOLOR=#EC0B0F]Standard European - Red (82602-1, 50/pack)[/BGCOLOR][/b] - (59 x 92mm)
548|||||Ultra-Pro sleeve size: [b][BGCOLOR=#FD8222]65x100 - Orange (82660, 50/pack)[/BGCOLOR][/b] - (65 x 100mm)
549|||||Ultra-Pro sleeve size: [b][COLOR=#FFFFFF][BGCOLOR=#226919]69x69 - Green (82659, 50/pack)[/BGCOLOR][/COLOR][/b] - (69 x 69mm)
550|||||Ultra-Pro sleeve size: [b][BGCOLOR=#54BFB7]Tarot - Light Blue (84441, 50/pack)[/BGCOLOR][/b] - (70 x 120mm)
551|||||Ultra-Pro sleeve size: [b]Clear Small Deck Protector (82962, 60/pack)[/b] - (62 x 89mm)
552|||||Ultra-Pro sleeve size: [b]Clear Standard Deck Protector (82667, 50/pack; 82689, 100/pack)[/b] - (66 x 91mm)
553|||||Ultra-Pro sleeve size: [b]Oversized Clear Deck Protector (85787, 40/pack)[/b] - (89 x 127mm)
554|||||Ultra-Pro sleeve size: [b]Pro-Fit Small Size (82713, 100/pack)[/b] - (60 x 87mm)
555|||||Ultra-Pro sleeve size: [b]Pro-Fit Standard Size (82712, 100/pack)[/b] - (64 x 89mm)
556|||||Ultra-Pro sleeve size: [b]2-1/2" x 4-3/4" Soft Sleeve (81194, 100/pack)[/b] - (2-1/2 x 4-3/4" - 63.5 x 120.65mm)
557|||||Ultra-Pro sleeve size: [b]4"x6" Soft Sleeve (82319, 100/pack)[/b] - (4" x 6" - 101.6 x 152.4mm)
558|||||Ultra-Pro sleeve size: [b]5"x7" Soft Sleeve (82320, 100/pack)[/b] - (5" x 7" - 127 x 177.8mm)
559|||||Ultra-Pro sleeve size: [b]Card Sleeves (81126, 100/pack)[/b] - (66.68 x 93.35mm)
560|||||Ultra-Pro sleeve size: [b]3-11/16 x 5-3/4" Postcard Sleeve (81225, 100/pack)[/b] - (3-11/16 x 5-3/4" - 95.25 x 146mm)
561|||||Ultra-Pro sleeve size: [b]8"x10" Soft Sleeve (82321, 100/pack)[/b] - (8" x 10" - 203.2 x 254mm)
562|||||Ultra-Pro sleeve size: [b]Horizontal Booklet Card Sleeve (84168, 100/pack)[/b] - (2-13/16" x 7-1/2" - 71.44 x 190.5mm)
563|||||Ultra-Pro sleeve size: [b]Regular Currency Sleeve (84200, 100/pack)[/b] - (2-11/16" x 6-3/16" - 68.26 x 157.16mm)
564|||||Ultra-Pro sleeve size: [b]Tall Soft Sleeve (81194, 100/pack)[/b] - (2-1/2" x 4-3/4" - 63.5 x 120.65mm)
565|||||Ultra-Pro sleeve size: [b]Oversized Clear Top Loading Deck Protector (85787, 40/pack)[/b] - (3-1/2" x 5" - 89 x 127mm)
